ItemCode;Descrizione;DescrizioneLunga;Brand;MacroCategoria;Quantita;CostoBase;RicaricoPct;PrezzoVendita;S;L;XL
107357;Cornici con pannello magnetico DURABLE DURAFRAME® A4 rosso 236x323mm conf. 2 - 487203;"Cambia abitudine, esponi con stile!
DURAFRAME® è la cornice espositiva adesiva ideale per esporre avvisi e materiale informativo su superfici lisce e solide.
Presentazione ordinata e professionale di avvisi e materiale informativo. L'inserto è facilmente sostituibile semplicemente sollevando il pannello magnetico. Aderisce perfettamente su superfici lisce e solide ed è rimovibile dalle superfici come il vetro. Per esporre documenti f.to A4. Su superfici vetrate permette la visualizzazione delle informazioni da entrambi i lati. Cornice identica da entrambi i lati. Utilizzabile sia in posizione verticale sia in orizzontale. Dimensioni esterne: 236 x 323 mm.";;Comunicazione visiva;8;13.23;30.0;17.2;https://asset.pbs-holding.com/asset/S/500/1462500.jpg;https://asset.pbs-holding.com/asset/L/500/1462500.jpg;https://asset.pbs-holding.com/asset/XL/500/1462500.jpg
107358;Cornici con pannello magnetico DURABLE DURAFRAME® A4 verde 236x323mm conf. 2 - 487205;"Cambia abitudine, esponi con stile!
DURAFRAME® è la cornice espositiva adesiva ideale per esporre avvisi e materiale informativo su superfici lisce e solide.
Presentazione ordinata e professionale di avvisi e materiale informativo. L'inserto è facilmente sostituibile semplicemente sollevando il pannello magnetico. Aderisce perfettamente su superfici lisce e solide ed è rimovibile dalle superfici come il vetro. Per esporre documenti f.to A4. Su superfici vetrate permette la visualizzazione delle informazioni da entrambi i lati. Cornice identica da entrambi i lati. Utilizzabile sia in posizione verticale sia in orizzontale. Dimensioni esterne: 236 x 323 mm.";;Comunicazione visiva;20;13.23;30.0;17.2;https://asset.pbs-holding.com/asset/S/822/1421822.jpg;https://asset.pbs-holding.com/asset/L/822/1421822.jpg;https://asset.pbs-holding.com/asset/XL/822/1421822.jpg
107359;Cornici con pannello magnetico DURABLE DURAFRAME® A4 blu scuro 236x323mm conf. 2 - 487207;"Cambia abitudine, esponi con stile!
DURAFRAME® è la cornice espositiva adesiva ideale per esporre avvisi e materiale informativo su superfici lisce e solide.
Presentazione ordinata e professionale di avvisi e materiale informativo. L'inserto è facilmente sostituibile semplicemente sollevando il pannello magnetico. Aderisce perfettamente su superfici lisce e solide ed è rimovibile dalle superfici come il vetro. Per esporre documenti f.to A4. Su superfici vetrate permette la visualizzazione delle informazioni da entrambi i lati. Cornice identica da entrambi i lati. Utilizzabile sia in posizione verticale sia in orizzontale. Dimensioni esterne: 236 x 323 mm.";;Comunicazione visiva;14;13.23;30.0;17.2;https://asset.pbs-holding.com/asset/S/820/1421820.jpg;https://asset.pbs-holding.com/asset/L/820/1421820.jpg;https://asset.pbs-holding.com/asset/XL/820/1421820.jpg
107360;Cornici con pannello magnetico DURABLE DURAFRAME® A4 arancio 236x323mm conf. 2 - 487209;"Cambia abitudine, esponi con stile!
DURAFRAME® è la cornice espositiva adesiva ideale per esporre avvisi e materiale informativo su superfici lisce e solide.
Presentazione ordinata e professionale di avvisi e materiale informativo. L'inserto è facilmente sostituibile semplicemente sollevando il pannello magnetico. Aderisce perfettamente su superfici lisce e solide ed è rimovibile dalle superfici come il vetro. Per esporre documenti f.to A4. Su superfici vetrate permette la visualizzazione delle informazioni da entrambi i lati. Cornice identica da entrambi i lati. Utilizzabile sia in posizione verticale sia in orizzontale. Dimensioni esterne: 236 x 323 mm.";;Comunicazione visiva;8;13.23;30.0;17.2;https://asset.pbs-holding.com/asset/S/499/1462499.jpg;https://asset.pbs-holding.com/asset/L/499/1462499.jpg;https://asset.pbs-holding.com/asset/XL/499/1462499.jpg
107361;Cornici con pannello magnetico DURABLE DURAFRAME® A4 argento 236x323mm conf. 2 - 487223;"Cambia abitudine, esponi con stile!
DURAFRAME® è la cornice espositiva adesiva ideale per esporre avvisi e materiale informativo su superfici lisce e solide.
Presentazione ordinata e professionale di avvisi e materiale informativo. L'inserto è facilmente sostituibile semplicemente sollevando il pannello magnetico. Aderisce perfettamente su superfici lisce e solide ed è rimovibile dalle superfici come il vetro. Per esporre documenti f.to A4. Su superfici vetrate permette la visualizzazione delle informazioni da entrambi i lati. Cornice identica da entrambi i lati. Utilizzabile sia in posizione verticale sia in orizzontale. Dimensioni esterne: 236 x 323 mm.";;Comunicazione visiva;85;13.23;30.0;17.2;https://asset.pbs-holding.com/asset/S/829/1421829.jpg;https://asset.pbs-holding.com/asset/L/829/1421829.jpg;https://asset.pbs-holding.com/asset/XL/829/1421829.jpg
107362;Cornici con pannello magnetico DURABLE DURAFRAME® A4 oro 236x323mm conf. 2 - 487230;"Cambia abitudine, esponi con stile!
DURAFRAME® è la cornice espositiva adesiva ideale per esporre avvisi e materiale informativo su superfici lisce e solide.
Presentazione ordinata e professionale di avvisi e materiale informativo. L'inserto è facilmente sostituibile semplicemente sollevando il pannello magnetico. Aderisce perfettamente su superfici lisce e solide ed è rimovibile dalle superfici come il vetro. Per esporre documenti f.to A4. Su superfici vetrate permette la visualizzazione delle informazioni da entrambi i lati. Cornice identica da entrambi i lati. Utilizzabile sia in posizione verticale sia in orizzontale. Dimensioni esterne: 236 x 323 mm.";;Comunicazione visiva;4;13.23;30.0;17.2;https://asset.pbs-holding.com/asset/S/616/1558616.jpg;https://asset.pbs-holding.com/asset/L/616/1558616.jpg;https://asset.pbs-holding.com/asset/XL/616/1558616.jpg
107363;Cornici con pannello magnetico DURABLE DURAFRAME® A3 nero 325x445mm conf. 2 - 487301;"Cambia abitudine, esponi con stile!
DURAFRAME® è la cornice espositiva adesiva ideale per esporre avvisi e materiale informativo su superfici lisce e solide. Presentazione ordinata e professionale di avvisi e materiale informativo. L'inserto è facilmente sostituibile semplicemente sollevando il pannello magnetico. Aderisce perfettamente su superfici lisce e solide ed è rimovibile dalle superfici come il vetro. Per esporre documenti f.to A3. Su superfici vetrate permette la visualizzazione delle informazioni da entrambi i lati. Cornice identica da entrambi i lati. Utilizzabile sia in posizione verticale sia in orizzontale. Dimensioni esterne: 325 x 445 mm.";;Comunicazione visiva;10;20.97;30.0;27.26;https://asset.pbs-holding.com/asset/S/835/1421835.jpg;https://asset.pbs-holding.com/asset/L/835/1421835.jpg;https://asset.pbs-holding.com/asset/XL/835/1421835.jpg
107364;Cornici con pannello magnetico DURABLE DURAFRAME® A3 rosso 325x445mm conf. 2 - 487303;"Cambia abitudine, esponi con stile!
DURAFRAME® è la cornice espositiva adesiva ideale per esporre avvisi e materiale informativo su superfici lisce e solide.
Presentazione ordinata e professionale di avvisi e materiale informativo. L'inserto è facilmente sostituibile semplicemente sollevando il pannello magnetico. Aderisce perfettamente su superfici lisce e solide ed è rimovibile dalle superfici come il vetro. Per esporre documenti f.to A3. Su superfici vetrate permette la visualizzazione delle informazioni da entrambi i lati. Cornice identica da entrambi i lati. Utilizzabile sia in posizione verticale sia in orizzontale. Dimensioni esterne: 325 x 445 mm.";;Comunicazione visiva;10;21.23;30.0;27.6;https://asset.pbs-holding.com/asset/S/537/1734537.jpg;https://asset.pbs-holding.com/asset/L/537/1734537.jpg;https://asset.pbs-holding.com/asset/XL/537/1734537.jpg
107365;Cornici con pannello magnetico DURABLE DURAFRAME® A3 verde 325x445mm conf. 2 - 487305;"Cambia abitudine, esponi con stile!
DURAFRAME® è la cornice espositiva adesiva ideale per esporre avvisi e materiale informativo su superfici lisce e solide.
Presentazione ordinata e professionale di avvisi e materiale informativo. L'inserto è facilmente sostituibile semplicemente sollevando il pannello magnetico. Aderisce perfettamente su superfici lisce e solide ed è rimovibile dalle superfici come il vetro. Per esporre documenti f.to A3. Su superfici vetrate permette la visualizzazione delle informazioni da entrambi i lati. Cornice identica da entrambi i lati. Utilizzabile sia in posizione verticale sia in orizzontale. Dimensioni esterne: 325 x 445 mm.";;Comunicazione visiva;7;20.97;30.0;27.26;https://asset.pbs-holding.com/asset/S/833/1421833.jpg;https://asset.pbs-holding.com/asset/L/833/1421833.jpg;https://asset.pbs-holding.com/asset/XL/833/1421833.jpg
107366;Cornici con pannello magnetico DURABLE DURAFRAME® A3 blu scuro 325x445mm conf. 2 - 487307;"Cambia abitudine, esponi con stile!
DURAFRAME® è la cornice espositiva adesiva ideale per esporre avvisi e materiale informativo su superfici lisce e solide.
Presentazione ordinata e professionale di avvisi e materiale informativo. L'inserto è facilmente sostituibile semplicemente sollevando il pannello magnetico. Aderisce perfettamente su superfici lisce e solide ed è rimovibile dalle superfici come il vetro. Per esporre documenti f.to A3. Su superfici vetrate permette la visualizzazione delle informazioni da entrambi i lati. Cornice identica da entrambi i lati. Utilizzabile sia in posizione verticale sia in orizzontale. Dimensioni esterne: 325 x 445 mm.";;Comunicazione visiva;4;21.23;30.0;27.6;https://asset.pbs-holding.com/asset/S/536/1734536.jpg;https://asset.pbs-holding.com/asset/L/536/1734536.jpg;https://asset.pbs-holding.com/asset/XL/536/1734536.jpg
107367;Cornici con pannello magnetico DURABLE DURAFRAME® A3 argento 325x445mm conf. 2 - 487323;"Cambia abitudine, esponi con stile!
DURAFRAME® è la cornice espositiva adesiva ideale per esporre avvisi e materiale informativo su superfici lisce e solide.
Presentazione ordinata e professionale di avvisi e materiale informativo. L'inserto è facilmente sostituibile semplicemente sollevando il pannello magnetico. Aderisce perfettamente su superfici lisce e solide ed è rimovibile dalle superfici come il vetro. Per esporre documenti f.to A3. Su superfici vetrate permette la visualizzazione delle informazioni da entrambi i lati. Cornice identica da entrambi i lati. Utilizzabile sia in posizione verticale sia in orizzontale. Dimensioni esterne: 325 x 445 mm.";;Comunicazione visiva;15;20.97;30.0;27.26;https://asset.pbs-holding.com/asset/S/838/1421838.jpg;https://asset.pbs-holding.com/asset/L/838/1421838.jpg;https://asset.pbs-holding.com/asset/XL/838/1421838.jpg
107369;Pittogramma adesivo DURABLE Ø 83 mm acciaio inossidabile spazzolato argento metallizzato WC Donna - 490423;Pittogramma tondo Ø 83 mm, con simbolo ''WC DONNE''. In acciaio inossidabile spazzolato di alta qualità. Dotati di potente adesivo sul retro che assicura un'applicazione duratura nel tempo. Serigrafie impresse a laser, resistenti e antiabrasione. I pittogrammi DURABLE possono essere interpretati al primo sguardo da chiunque, sono adatti per essere esposti in qualsiasi ambiente e sono immediatamente riconoscibili. Applicabili su qualsiasi materiale, creano una combinazione particolarmente elegante applicati a superfici vetrate.;;Servizi generali;9;4.75;45.0;6.89;https://asset.pbs-holding.com/asset/S/921/1461921.jpg;https://asset.pbs-holding.com/asset/L/921/1461921.jpg;https://asset.pbs-holding.com/asset/XL/921/1461921.jpg
107370;Pittogramma adesivo DURABLE Ø 83 mm acciaio inossidabile spazzolato argento metallizzato WC uomini - 490523;"Pittogramma tondo Ø 83 mm, con simbolo ''WC UOMINI''. In acciaio inossidabile spazzolato di alta qualità. Dotati di potente adesivo sul retro che assicura un'applicazione duratura nel tempo. Serigrafie impresse a laser, resistenti e antiabrasione.
I pittogrammi DURABLE possono essere interpretati al primo sguardo da chiunque, sono adatti per essere esposti in qualsiasi ambiente e sono immediatamente riconoscibili. Applicabili su qualsiasi materiale, creano una combinazione particolarmente elegante applicati a superfici vetrate.";;Servizi generali;14;4.75;45.0;6.89;https://asset.pbs-holding.com/asset/S/922/1461922.jpg;https://asset.pbs-holding.com/asset/L/922/1461922.jpg;https://asset.pbs-holding.com/asset/XL/922/1461922.jpg
107371;Pittogramma adesivo ''WC diversamente abili'' DURABLE acciaio inox argento metallizzato Ø 83 mm - 490623;"Pittogramma tondo Ø 83 mm, con simbolo ''WC DIVERSAMENTE ABILI''. In acciaio inossidabile spazzolato di alta qualità. Dotati di potente adesivo sul retro che assicura un'applicazione duratura nel tempo. Serigrafie impresse a laser, resistenti e antiabrasione.
I pittogrammi DURABLE possono essere interpretati al primo sguardo da chiunque, sono adatti per essere esposti in qualsiasi ambiente e sono immediatamente riconoscibili. Applicabili su qualsiasi materiale, creano una combinazione particolarmente elegante applicati a superfici vetrate.";;Servizi generali;19;4.75;45.0;6.89;https://asset.pbs-holding.com/asset/S/923/1461923.jpg;https://asset.pbs-holding.com/asset/L/923/1461923.jpg;https://asset.pbs-holding.com/asset/XL/923/1461923.jpg
107372;Pittogramma adesivo DURABLE Ø 83 mm acciaio inossidabile spazzolato argento metallizzato WC - 490723;"Pittogramma tondo Ø 83 mm, con scritta ''WC''. In acciaio inossidabile spazzolato di alta qualità. Dotati di potente adesivo sul retro che assicura un'applicazione duratura nel tempo. Serigrafie impresse a laser, resistenti e antiabrasione.
I pittogrammi DURABLE possono essere interpretati al primo sguardo da chiunque, sono adatti per essere esposti in qualsiasi ambiente e sono immediatamente riconoscibili. Applicabili su qualsiasi materiale, creano una combinazione particolarmente elegante applicati a superfici vetrate.";;Servizi generali;8;4.75;45.0;6.89;https://asset.pbs-holding.com/asset/S/924/1461924.jpg;https://asset.pbs-holding.com/asset/L/924/1461924.jpg;https://asset.pbs-holding.com/asset/XL/924/1461924.jpg
107373;Pittogramma adesivo ''Vietato fumare'' DURABLE acciaio inossidabile spazzolato argento metallizzato Ø 83 mm - 491123;Pittogramma tondo Ø 83 mm, con simbolo ''VIETATO FUMARE''. In acciaio inossidabile spazzolato di alta qualità. Dotati di potente adesivo sul retro che assicura un'applicazione duratura nel tempo. Serigrafie impresse a laser, resistenti e antiabrasione.I pittogrammi DURABLE possono essere interpretati al primo sguardo da chiunque, sono adatti per essere esposti in qualsiasi ambiente e sono immediatamente riconoscibili. Applicabili su qualsiasi materiale, creano una combinazione particolarmente elegante applicati a superfici vetrate.;;Servizi generali;6;4.75;45.0;6.89;https://asset.pbs-holding.com/asset/S/927/1461927.jpg;https://asset.pbs-holding.com/asset/L/927/1461927.jpg;https://asset.pbs-holding.com/asset/XL/927/1461927.jpg
107374;Pittogramma adesivo ''WC donne/uomini'' DURABLE acciaio inossidabile spazzolato argento metallizzato Ø 83 mm - 492023;"Pittogramma tondo Ø 83 mm, con simbolo ''WC DONNE/UOMINI''. In acciaio inossidabile spazzolato di alta qualità. Dotati di potente adesivo sul retro che assicura un'applicazione duratura nel tempo. Serigrafie impresse a laser, resistenti e antiabrasione.
I pittogrammi DURABLE possono essere interpretati al primo sguardo da chiunque, sono adatti per essere esposti in qualsiasi ambiente e sono immediatamente riconoscibili. Applicabili su qualsiasi materiale, creano una combinazione particolarmente elegante applicati a superfici vetrate.";;Servizi generali;3;4.75;45.0;6.89;https://asset.pbs-holding.com/asset/S/932/1461932.jpg;https://asset.pbs-holding.com/asset/L/932/1461932.jpg;https://asset.pbs-holding.com/asset/XL/932/1461932.jpg
107378;Pittogramma adesivo DURABLE 90 x 120 mm acciaio inossidabile spazzolato argento metallizzato WC donne - 495023;Pittogramma sagomato 90 x 120 mm raffigurante il simbolo ''WC DONNE''. In acciaio inossidabile spazzolato di alta qualità. Dotati di potente adesivo sul retro che assicura un'applicazione duratura nel tempo. Serigrafie impresse a laser, resistenti e antiabrasione. I pittogrammi DURABLE possono essere interpretati al primo sguardo da chiunque, sono adatti per essere esposti in qualsiasi ambiente e sono immediatamente riconoscibili. Applicabili su qualsiasi materiale, creano una combinazione particolarmente elegante applicati a superfici vetrate.;;Servizi generali;3;11.12;45.0;16.12;https://asset.pbs-holding.com/asset/S/124/1462124.jpg;https://asset.pbs-holding.com/asset/L/124/1462124.jpg;https://asset.pbs-holding.com/asset/XL/124/1462124.jpg
107382;Cornici con pannello magnetico DURABLE DURAFRAME® MAGNETIC PLUS A4 nero 236x323mm  conf. 2 - 498501;"Cambia abitudine, esponi con stile!
DURAFRAME® MAGNETIC PLUS è la cornice espositiva a fissaggio magnetico, ideale per esporre documenti in aree di produzione e arre sanitarie. Presentazione ordinata e professionale di avvisi e materiale informativo. L'inserto è facilmente sostituibile semplicemente sollevando il pannello magnetico. Aderisce perfettamente su superfici metalliche come lavagne magnetiche, armadietti e grigliati in metallo, macchinari di produzione. Con pannello aggiuntivo, così i documenti f.to A4 contenuti saranno protetti dalla polvere e dall'umidità. Magnete presente su tutto il perimetro posteriore della cornice. Utilizzabile sia in posizione verticale sia in orizzontale. Dimensioni esterne: 236 x 323 mm.";;Comunicazione visiva;10;18.59;30.0;24.17;https://asset.pbs-holding.com/asset/S/923/1614923.jpg;https://asset.pbs-holding.com/asset/L/923/1614923.jpg;https://asset.pbs-holding.com/asset/XL/923/1614923.jpg
107383;Cornici con 2 pannelli magnetici DURABLE DURAFRAME® MAGNETIC PLUS A4 argento metallizzato 236x32x3mm conf. 2 - 498523;"Cambia abitudine, esponi con stile!
DURAFRAME® MAGNETIC PLUS è la cornice espositiva a fissaggio magnetico, ideale per esporre documenti in aree di produzione e arre sanitarie.
Presentazione ordinata e professionale di avvisi e materiale informativo. L'inserto è facilmente sostituibile semplicemente sollevando il pannello magnetico. Aderisce perfettamente su superfici metalliche come lavagne magnetiche, armadietti e grigliati in metallo, macchinari di produzione. Con pannello aggiuntivo, così i documenti f.to A4 contenuti saranno protetti dalla polvere e dall'umidità. Magnete presente su tutto il perimetro posteriore della cornice. Utilizzabile sia in posizione verticale sia in orizzontale. Dimensioni esterne: 236 x 323 mm. Due pannelli";;Comunicazione visiva;3;18.79;30.0;24.43;https://asset.pbs-holding.com/asset/S/473/1642473.jpg;https://asset.pbs-holding.com/asset/L/473/1642473.jpg;https://asset.pbs-holding.com/asset/XL/473/1642473.jpg
107393;Leggio da parete DURABLE VARIO® WALL 20 pannelli A4 acciaio/polipropilene colori assortiti - 551200;"Leggio da parete robusto e performante, che permette un rapido accesso alle informazioni importanti con un'estrema versatilità di utilizzo. I pannelli in polipropilene sono semplici da rimuovere e riposizionare ed i documenti contenuti saranno sempre protetti e a portata di mano. Il set è completo di un supporto da muro in acciaio verniciato a polvere, 20 pannelli espositivi SHERPA® formato A4 colori assortiti e cavalierini personalizzabili e removibili.
4 pannelli per colore: nero, rosso, giallo, verde, blu.";;Comunicazione visiva;3;74.59;30.0;96.97;https://asset.pbs-holding.com/asset/S/371/1462371.jpg;https://asset.pbs-holding.com/asset/L/371/1462371.jpg;https://asset.pbs-holding.com/asset/XL/371/1462371.jpg
107394;Leggio da parete DURABLE VARIO® WALL 5 pannelli A4 metallo/polipropilene rosso 555103;Leggio da parete robusto e performante, che permette un rapido accesso alle informazioni importanti con un'estrema versatilità di utilizzo. I pannelli in polipropilene sono semplici da rimuovere e riposizionare ed i documenti contenuti saranno sempre protetti e a portata di mano. Il set è completo di un supporto da muro in metallo e 5 pannelli espositivi SHERPA® formato A4.;;Comunicazione visiva;5;23.95;30.0;31.14;https://asset.pbs-holding.com/asset/S/527/1462527.jpg;https://asset.pbs-holding.com/asset/L/527/1462527.jpg;https://asset.pbs-holding.com/asset/XL/527/1462527.jpg
107395;Leggio da parete DURABLE VARIO® WALL 5 pannelli A4 metallo/polipropilene blu 555107;Leggio da parete robusto e performante, che permette un rapido accesso alle informazioni importanti con un'estrema versatilità di utilizzo. I pannelli in polipropilene sono semplici da rimuovere e riposizionare ed i documenti contenuti saranno sempre protetti e a portata di mano. Il set è completo di un supporto da muro in metallo e 5 pannelli espositivi SHERPA® formato A4.;;Comunicazione visiva;5;23.95;30.0;31.14;https://asset.pbs-holding.com/asset/S/525/1462525.jpg;https://asset.pbs-holding.com/asset/L/525/1462525.jpg;https://asset.pbs-holding.com/asset/XL/525/1462525.jpg
107396;Leggio da parete DURABLE VARIO® WALL 10 pannelli A4 acciaio/polipropilene colori assortiti - 556700;"Leggio da parete robusto e performante, che permette un rapido accesso alle informazioni importanti con un'estrema versatilità di utilizzo. I pannelli in polipropilene sono semplici da rimuovere e riposizionare ed i documenti contenuti saranno sempre protetti e a portata di mano. Il set è completo di un supporto da muro in acciaio rivestito in plastica, 10 pannelli espositivi SHERPA® formato A4 colori assortiti e cavalierini personalizzabili e removibili.
2 pannelli per colore: nero, rosso, giallo, verde e blu.";;Comunicazione visiva;15;38.04;30.0;49.45;https://asset.pbs-holding.com/asset/S/820/1537820.jpg;https://asset.pbs-holding.com/asset/L/820/1537820.jpg;https://asset.pbs-holding.com/asset/XL/820/1537820.jpg
107397;Pannelli espositivi DURABLE SHERPA® A4 polipropilene nero conf. da 5 - 560601;"Pannelli espositivi in polipropilene formato A4 per leggii della serie SHERPA® e VARIO®, ideali per esporre listini prezzi, pagine di catalogo, immagini e fotografie, ecc. I pannelli hanno una cornice colorata e la superficie antiriflesso protettiva adatta per scansioni o fotocopie. Possono essere fissati al pannello i cavalierini personalizzabili cod. 5603 e 5609.
Garanzia di 5 anni.";;Comunicazione visiva;9;17.12;30.0;22.26;https://asset.pbs-holding.com/asset/S/212/1602212.jpg;https://asset.pbs-holding.com/asset/L/212/1602212.jpg;https://asset.pbs-holding.com/asset/XL/212/1602212.jpg
107398;Leggio da parete DURABLE SHERPA® WALL 5 pannelli A4 ABS nero 581001;Leggio da parete in ABS robusto e performante, il design ricercato lo rende ideale per consultare informazioni e documenti in ambienti lavorativi come uffici, reception e attività commerciali. I pannelli espositivi in polipropilene con cornice colorata, hanno la superficie antiriflesso protettiva adatta per scansioni o fotocopie. Il set è completo di un supporto da muro, 5 pannelli espositivi SHERPA® formato A4. La capacità può essere ampliata semplicemente affiancando più unità.;;Comunicazione visiva;4;31.39;30.0;40.81;https://asset.pbs-holding.com/asset/S/652/1421652.jpg;https://asset.pbs-holding.com/asset/L/652/1421652.jpg;https://asset.pbs-holding.com/asset/XL/652/1421652.jpg
107401;Leggio da parete DURABLE VARIO® MAGNET WALL 5 pannelli A4 nero - 591401;Leggio da parete robusto e performante, dotato di dorso con magnete per essere appeso senza bisogno di forare. Ideale per industrie, magazzini ed ambienti in cui è necessario un rapido accesso ad informazioni importanti vicino o sopra macchinari. I pannelli in polipropilene sono semplici da rimuovere e riposizionare ed i documenti contenuti saranno sempre protetti e a portata di mano. Il set è completo di un supporto in metallo con magnete e 5 pannelli espositivi SHERPA® formato A4 colore nero.;;Comunicazione visiva;5;28.63;30.0;37.22;https://asset.pbs-holding.com/asset/S/835/1537835.jpg;https://asset.pbs-holding.com/asset/L/835/1537835.jpg;https://asset.pbs-holding.com/asset/XL/835/1537835.jpg
107403;Pressini fermafogli DURABLE FLEXI® assortiti 150x38mm conf. 250 - 690100;Pressini fermafogli con aghi in metallo e fascia di copertura colorata in materiale di alta qualità resistente allo strappo ed all'usura. Ideali per archiviare fascicoli di documenti forati in registratori e raccoglitori ad anelli. Formato 150x38 mm. Foratura 60/80 mm.;;Archivio;7;7.77;50.0;11.65;https://asset.pbs-holding.com/asset/S/220/1462220.jpg;https://asset.pbs-holding.com/asset/L/220/1462220.jpg;https://asset.pbs-holding.com/asset/XL/220/1462220.jpg
107407;Sottomano DURABLE per sala conferenze angoli arrotondati pvc nero 65x52 cm 710301;"I sottomano da scrivania DURABLE sono disponibili in differenti formati per soddisfare ogni esigenza. Sono pratici e confortevoli da usare e sono proposti in una varietà di forme eleganti che si adattano perfettamente a qualsiasi ambiente di lavoro.
Sottomano con superficie di scrittura confortevole. Con incisione decorativa sul bordo. Antiscivolo.
Dimensioni: 650 x 520 mm (L x H).";;Organizzazione ufficio;30;7.0;45.0;10.15;https://asset.pbs-holding.com/asset/S/231/1462231.jpg;https://asset.pbs-holding.com/asset/L/231/1462231.jpg;https://asset.pbs-holding.com/asset/XL/231/1462231.jpg
107409;Sottomano DURABLE DURAGLAS® pvc trasparente 65x50 cm 711319;"I sottomani DURAGLAS® sono trasparenti e anti-riflesso. Non solo forniscono una superficie di scrittura confortevole ma sono utili per riporre sotto di essi appunti, note e messaggi importanti, che saranno così sempre a vista e a portata di mano.
Sottomano con superficie trasparente. Anti-riflesso. Consente di avere a portata di mano annotazioni, numeri telefonici, appunti ecc. Anti-scivolo. 
Dimensioni: 650 x 500 mm (L x H).";;Organizzazione ufficio;18;8.95;45.0;12.98;https://asset.pbs-holding.com/asset/S/232/1462232.jpg;https://asset.pbs-holding.com/asset/L/232/1462232.jpg;https://asset.pbs-holding.com/asset/XL/232/1462232.jpg
107413;Portabadge rigido Durable 87x54 mm con clip di sicurezza orientabile trasparente Conf. 25 pezzi - 800519;Portabadge rigido in acrilico trasparente crystal-clear. Dotato di un fermo interno per mantenere in posizione il badge una volta inserito e di asola sulla parte frontale che ne facilita la rimozione. Fornito di clip orientabile in metallo con interno in plastica salva tessuto. Utilizzabile sia in posizione verticale che orizzontale. Dimensioni inserto: 54 x 87 mm (HxL).;;Comunicazione visiva;6;50.12;30.0;65.16;https://asset.pbs-holding.com/asset/S/545/1421545.jpg;https://asset.pbs-holding.com/asset/L/545/1421545.jpg;https://asset.pbs-holding.com/asset/XL/545/1421545.jpg
107415;Portanomi DURABLE da tavolo polietilene trasparente inserto 61/122 x 210 mm conf. 10 - 804819;"Segnaposto da tavolo in polietilene con cartoncino bianco incluso nella confezione. Forniti piatti e facilmente ricomponibili ripiegando seguendo le linee incise.
Adatto per conferenze, seminari, reception, vetrine ecc. 
Dimensioni inserto: 61/122 X 210 mm (HxL).";;Comunicazione visiva;5;18.06;30.0;23.48;https://asset.pbs-holding.com/asset/S/557/1421557.jpg;https://asset.pbs-holding.com/asset/L/557/1421557.jpg;https://asset.pbs-holding.com/asset/XL/557/1421557.jpg
107418;Buste adesive DURABLE POCKETFIX® A4 polipropilene trasparente conf. 25 pezzi - 809619;Busta adesiva in polipropilene di alta qualità con apertura lato superiore applicabile a portalistini, cataloghi, cartelline ecc. Formato A4.;;Archivio;17;16.96;50.0;25.44;https://asset.pbs-holding.com/asset/S/466/1639466.jpg;https://asset.pbs-holding.com/asset/L/466/1639466.jpg;https://asset.pbs-holding.com/asset/XL/466/1639466.jpg
107419;Clip di ricambio per portabadge DURABLE in nichel conf. 25 - 810326;Pratica confezione di clip di ricambio. Realizzata in metallo con fascetta di aggancio. La pinza è dotata al suo interno di una protezione in plastica salva tessuto. La clip può essere ruotata per essere fissata facilmente e velocemente nella posizione desiderata. Adatta per l'uso con i portanome e i portabadge con foro per clip.;;Comunicazione visiva;15;16.26;30.0;21.14;https://asset.pbs-holding.com/asset/S/83/1626083.jpg;https://asset.pbs-holding.com/asset/L/83/1626083.jpg;https://asset.pbs-holding.com/asset/XL/83/1626083.jpg
107420;Portanomi con clip DURABLE tasca aperta trasparente inserto 60x90mm conf. 25 - 810619;"Portanome trasparente crystal-clear. Inserto in cartoncino, incluso nella confezione. Tasca aperta ideale per sostituire e riposizionare velocemente l'inserto anche con la clip agganciata. Clip orientabile in metallo per la versione trasparente, in plastica per la versione colorata. Utilizzabile anche con tutti i cordoncini e chiocciole DURABLE. 
Formato inserto: 60 x 90 mm (HxL).";;Comunicazione visiva;11;33.56;30.0;43.63;https://asset.pbs-holding.com/asset/S/462/1618462.jpg;https://asset.pbs-holding.com/asset/L/462/1618462.jpg;https://asset.pbs-holding.com/asset/XL/462/1618462.jpg
107421;Portanomi DURABLE con magnete trasparente inserto 54x90mm conf. 25 - 811719;"Portanome semi-rigido, trasparente crystal-clear. Con lunetta sul retro che consente una facile sostituzione dell'inserto in cartoncino, incluso nella confezione. Provvisto di potente magnete per un'applicazione stabile e sicura anche sui tessuti più delicati. Formato inserto: 54 x 90 mm (HxL).
NON ADATTO A PORTATORI DI PACEMAKERS.";;Comunicazione visiva;8;81.69;30.0;106.2;https://asset.pbs-holding.com/asset/S/593/1421593.jpg;https://asset.pbs-holding.com/asset/L/593/1421593.jpg;https://asset.pbs-holding.com/asset/XL/593/1421593.jpg
